Year;Movie;Director_OMDb;Genre;Runtime_min;Rated;IMDb_Rating;IMDb_Votes;Metascore;Rotten_Tomatoes;total_awards;Oscars - Best Picture;BAFTA - Best film;Golden Globes - Best movie;PGA - Best Picutre;Oscars - Best Director;BAFTA - Best Director;Golden Globes - Best Director;Oscars - Best Screenplay;BAFTA - Best Screenplay;Golden Globes - Best Screenplay;Oscars - Best Montage;BAFTA - Best Montage;Oscars - Best Cinematography;BAFTA - Best Cinematography
1953;High Noon;Fred Zinnemann;Drama, Thriller, Western;85.0;PG;7,9;116501.0;89.0;94.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;1.0;0;0;0
1953;The Quiet Man;John Ford;Comedy, Drama, Romance;129.0;Approved;7,7;45900.0;85.0;91.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1953;Moulin Rouge;John Huston;Biography, Drama, Music;119.0;Approved;7;7316.0;0.0;73.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1953;Ivanhoe;Richard Thorpe;Action, Adventure, Drama;106.0;Approved;6,7;11304.0;75.0;79.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1952;Decision Before Dawn;Anatole Litvak;Drama, War;119.0;Approved;7,2;3314.0;62.0;100.0;2;0;0.0;0.0;0.0;0;0;0;0;0;0;1.0;0;1;0
1952;A Streetcar Named Desire;Elia Kazan;Drama;122.0;Approved;7,9;120071.0;97.0;97.0;1;0;0.0;0.0;0.0;1;0;0;0;0;0;0.0;0;0;0
1952;A Place in the Sun;George Stevens;Drama, Romance;122.0;Approved;7,7;26910.0;76.0;87.0;3;0;0.0;1.0;0.0;0;0;0;1;0;0;0.0;0;1;0
1952;Quo Vadis;Mervyn LeRoy, Anthony Mann;Drama, Romance;171.0;Approved;7,1;18513.0;65.0;84.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1952;An American in Paris;Vincente Minnelli;Drama, Musical, Romance;114.0;Approved;7,1;39396.0;83.0;95.0;5;1;0.0;1.0;0.0;0;0;1;1;0;0;0.0;0;1;0
1951;Sunset Boulevard;Billy Wilder;Crime, Drama, Musical;110.0;Approved;8,4;248927.0;94.0;98.0;4;0;0.0;1.0;0.0;0;0;0;1;0;0;1.0;0;1;0
1951;King Solomon's Mines;Compton Bennett, Andrew Marton;Action, Adventure, Romance;103.0;TV-PG;6,7;7842.0;0.0;;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1951;Born Yesterday;George Cukor;Comedy, Drama, Romance;103.0;Approved;7,5;13650.0;0.0;95.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1951;All About Eve;Joseph L. Mankiewicz;Drama;138.0;Approved;8,2;149386.0;98.0;99.0;4;1;1.0;0.0;0.0;0;0;0;1;0;1;0.0;0;0;0
1951;Father of the Bride;Vincente Minnelli;Comedy, Drama, Romance;92.0;PG;7,1;13524.0;51.0;71.0;1;0;0.0;0.0;0.0;1;0;0;0;0;0;0.0;0;0;0
1950;Twelve O'Clock High;Henry King;Drama, War;132.0;Approved;7,7;16884.0;76.0;96.0;1;0;0.0;0.0;0.0;0;0;1;0;0;0;0.0;0;0;0
1950;A Letter to Three Wives;Joseph L. Mankiewicz;Comedy, Drama, Romance;103.0;Approved;7,6;11762.0;80.0;100.0;1;0;0.0;0.0;0.0;0;0;0;1;0;0;0.0;0;0;0
1950;All the King's Men;Robert Rossen;Drama, Film-Noir;110.0;PG-13;7,4;18181.0;37.0;97.0;3;1;0.0;1.0;0.0;1;0;0;0;0;0;0.0;0;0;0
1950;Battleground;William A. Wellman;Action, Drama, History;118.0;Approved;7,4;8531.0;72.0;78.0;2;0;0.0;0.0;0.0;0;0;0;1;0;1;0.0;0;0;0
1950;The Heiress;William Wyler;Drama, Romance;115.0;Approved;8,1;19007.0;85.0;97.0;1;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;1;0
1949;The Snake Pit;Anatole Litvak;Drama, Mystery;108.0;Approved;7,5;9140.0;76.0;100.0;1;0;0.0;0.0;0.0;1;0;0;0;0;0;0.0;0;0;0
1949;Johnny Belinda;Jean Negulesco;Drama;102.0;Approved;7,7;5824.0;74.0;88.0;1;0;0.0;1.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1949;The Treasure of the Sierra Madre;John Huston;Adventure, Drama, Western;126.0;Approved;8,2;141543.0;98.0;100.0;2;0;0.0;1.0;0.0;0;0;0;1;0;0;0.0;0;0;0
1949;Hamlet;Laurence Olivier;Drama;154.0;PG-13;7,5;19954.0;88.0;94.0;3;1;1.0;0.0;0.0;0;0;1;0;0;0;0.0;0;0;0
1949;The Red Shoes;Michael Powell, Emeric Pressburger;Drama, Music, Romance;135.0;Approved;8,1;43635.0;0.0;98.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1948;Great Expectations;David Lean;Adventure, Drama, Mystery;118.0;R;7,8;28344.0;55.0;41.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1948;Crossfire;Edward Dmytryk;Crime, Drama, Film-Noir;86.0;Approved;7,2;10912.0;0.0;88.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1948;Gentleman's Agreement;Elia Kazan;Drama, Romance;118.0;Approved;7,2;19188.0;72.0;75.0;2;1;0.0;1.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1948;Miracle on 34th Street;George Seaton;Comedy, Drama, Family;96.0;Approved;7,9;61081.0;88.0;96.0;5;0;0.0;0.0;0.0;1;0;1;1;0;1;0.0;0;1;0
1948;The Bishop's Wife;Henry Koster;Comedy, Drama, Fantasy;109.0;Approved;7,6;23866.0;73.0;85.0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1947;It's a Wonderful Life;Frank Capra;Drama, Family, Fantasy;130.0;PG;8,6;555036.0;89.0;94.0;0;0;;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1947;Henry V;Kenneth Branagh;Drama;137.0;PG-13;7,5;32294.0;83.0;98.0;0;0;;0.0;0.0;0;0;0;0;0;0;0.0;0;0;0
1947;The Best Years of Our Lives;William Wyler;Drama, Romance, War;170.0;Approved;8,1;77585.0;93.0;98.0;7;1;1.0;1.0;0.0;1;0;1;1;0;0;1.0;0;0;0
